id_prueba,tipo,origen,destino,asunto,resultado_esperado,spf,dkim,dmarc,ubicacion_final,clasificacion_real,observaciones
DKIMABSENT-REAL-184805-003,dkim_absent,soc_extra_real_persistente,test@phisdefense.com,DKIMABSENT-REAL-184805-003,bloqueado,,,,validacion_tecnica,dkim_absent,Selector DKIM ausente validado por DNS.
DKIMABSENT-REAL-184805-004,dkim_absent,soc_extra_real_persistente,test@phisdefense.com,DKIMABSENT-REAL-184805-004,bloqueado,,,,validacion_tecnica,dkim_absent,Selector DKIM ausente validado por DNS.
DKIMABSENT-REAL-184805-005,dkim_absent,soc_extra_real_persistente,test@phisdefense.com,DKIMABSENT-REAL-184805-005,bloqueado,,,,validacion_tecnica,dkim_absent,Selector DKIM ausente validado por DNS.
DKIMROT-REAL-184805-001,dkim_rotation,soc_extra_real_persistente,test@phisdefense.com,DKIMROT-REAL-184805-001,seguro,,,,validacion_tecnica,dkim_rotation,Selector DKIM s2026 validado por DNS.
DKIMROT-REAL-184805-002,dkim_rotation,soc_extra_real_persistente,test@phisdefense.com,DKIMROT-REAL-184805-002,seguro,,,,validacion_tecnica,dkim_rotation,Selector DKIM s2026 validado por DNS.
DKIMROT-REAL-184805-003,dkim_rotation,soc_extra_real_persistente,test@phisdefense.com,DKIMROT-REAL-184805-003,seguro,,,,validacion_tecnica,dkim_rotation,Selector DKIM s2026 validado por DNS.
DKIMROT-REAL-184805-004,dkim_rotation,soc_extra_real_persistente,test@phisdefense.com,DKIMROT-REAL-184805-004,seguro,,,,validacion_tecnica,dkim_rotation,Selector DKIM s2026 validado por DNS.
DKIMROT-REAL-184805-005,dkim_rotation,soc_extra_real_persistente,test@phisdefense.com,DKIMROT-REAL-184805-005,seguro,,,,validacion_tecnica,dkim_rotation,Selector DKIM s2026 validado por DNS.
DKIMBROKEN-REAL-184805-001,dkim_broken,soc_extra_real_persistente,test@phisdefense.com,DKIMBROKEN-REAL-184805-001,fallo_dkim,,,,validacion_tecnica,dkim_broken,DKIM roto validado con opendkim-testmsg.
DKIMBROKEN-REAL-184805-002,dkim_broken,soc_extra_real_persistente,test@phisdefense.com,DKIMBROKEN-REAL-184805-002,fallo_dkim,,,,validacion_tecnica,dkim_broken,DKIM roto validado con opendkim-testmsg.
DKIMBROKEN-REAL-184805-003,dkim_broken,soc_extra_real_persistente,test@phisdefense.com,DKIMBROKEN-REAL-184805-003,fallo_dkim,,,,validacion_tecnica,dkim_broken,DKIM roto validado con opendkim-testmsg.
DKIMBROKEN-REAL-184805-004,dkim_broken,soc_extra_real_persistente,test@phisdefense.com,DKIMBROKEN-REAL-184805-004,fallo_dkim,,,,validacion_tecnica,dkim_broken,DKIM roto validado con opendkim-testmsg.
DKIMBROKEN-REAL-184805-005,dkim_broken,soc_extra_real_persistente,test@phisdefense.com,DKIMBROKEN-REAL-184805-005,fallo_dkim,,,,validacion_tecnica,dkim_broken,DKIM roto validado con opendkim-testmsg.
LOOKALIKE-REAL-184805-001,lookalike_domain,soc_extra_real_persistente,test@phisdefense.com,LOOKALIKE-REAL-184805-001,sospechoso,,,,validacion_tecnica,lookalike_domain,Dominio lookalike evaluado por DNS: ph1sdefense.com.
LOOKALIKE-REAL-184805-002,lookalike_domain,soc_extra_real_persistente,test@phisdefense.com,LOOKALIKE-REAL-184805-002,sospechoso,,,,validacion_tecnica,lookalike_domain,Dominio lookalike evaluado por DNS: phisdefence.com.
LOOKALIKE-REAL-184805-003,lookalike_domain,soc_extra_real_persistente,test@phisdefense.com,LOOKALIKE-REAL-184805-003,sospechoso,,,,validacion_tecnica,lookalike_domain,Dominio lookalike evaluado por DNS: phis-defense.com.
LOOKALIKE-REAL-184805-004,lookalike_domain,soc_extra_real_persistente,test@phisdefense.com,LOOKALIKE-REAL-184805-004,sospechoso,,,,validacion_tecnica,lookalike_domain,Dominio lookalike evaluado por DNS: phisdefenses.com.
LOOKALIKE-REAL-184805-005,lookalike_domain,soc_extra_real_persistente,test@phisdefense.com,LOOKALIKE-REAL-184805-005,sospechoso,,,,validacion_tecnica,lookalike_domain,Dominio lookalike evaluado por DNS: phisdéfense.com.
AUTHFAIL-REAL-181532-001,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-181532-001,bloqueado,,,,rechazado,auth_fail,Prueba real persistente: SMTP AUTH fallido validado por respuesta o syslog. Evidencia: AUTHFAIL-REAL-181532-001.txt
AUTHFAIL-REAL-181532-004,auth_fail,soc_extra_real_persistente,test@phisdefense.com,AUTHFAIL-REAL-181532-004,bloqueado,,,,rechazado,auth_fail,Prueba real persistente: SMTP AUTH fallido validado por respuesta o syslog. Evidencia: AUTHFAIL-REAL-181532-004.txt
RCPTUNKNOWN-REAL-181532-001,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-181532-001,bloqueado,,,,rechazado,recipient_unknown,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-001.txt
RCPTUNKNOWN-REAL-181532-002,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-181532-002,bloqueado,,,,rechazado,recipient_unknown,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-002.txt
RCPTUNKNOWN-REAL-181532-003,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-181532-003,bloqueado,,,,rechazado,recipient_unknown,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-003.txt
RCPTUNKNOWN-REAL-181532-004,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-181532-004,bloqueado,,,,rechazado,recipient_unknown,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-004.txt
RCPTUNKNOWN-REAL-181532-005,recipient_unknown,soc_extra_real_persistente,test@phisdefense.com,RCPTUNKNOWN-REAL-181532-005,bloqueado,,,,rechazado,recipient_unknown,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-005.txt
TLSIMAPS-REAL-181532-001,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-181532-001,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistente: IMAPS TLS negociado con cipher TLS. Evidencia: TLSIMAPS-REAL-181532-001.txt
TLSIMAPS-REAL-181532-002,tls_imaps,soc_extra_real_persistente,test@phisdefense.com,TLSIMAPS-REAL-181532-002,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistente: IMAPS TLS negociado con cipher TLS. Evidencia: TLSIMAPS-REAL-181532-002.txt
TLSSTARTTLS-REAL-181532-001,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-181532-001,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistente: STARTTLS SMTP negociado con cipher TLS. Evidencia: TLSSTARTTLS-REAL-181532-001.txt
TLSSTARTTLS-REAL-181532-002,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-181532-002,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistente: STARTTLS SMTP negociado con cipher TLS. Evidencia: TLSSTARTTLS-REAL-181532-002.txt
TLSSTARTTLS-REAL-181532-003,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-181532-003,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistente: STARTTLS SMTP negociado con cipher TLS. Evidencia: TLSSTARTTLS-REAL-181532-003.txt
TLSSTARTTLS-REAL-181532-004,tls_starttls_smtp,soc_extra_real_persistente,test@phisdefense.com,TLSSTARTTLS-REAL-181532-004,seguro,,,,validacion_tecnica,tls_ok,Prueba real persistente: STARTTLS SMTP negociado con cipher TLS. Evidencia: TLSSTARTTLS-REAL-181532-004.txt
